"ANO","REGIAO","UF","MUNICIPIO","AREA","DEPENDENCIA_ADM","LOCALIZACAO","NOTA_LP","NOTA_MT","SEXO","RACA_COR","MES_NASC","ANO_NASC","COMPUTADOR","ESC_MAE","ESC_PAI","USO_TEMPO_TELAS","AFAZERES_DOM","TRABALHO","PERSPECTIVAS"
"1142",2017,"Sul","RS",4320008,"Interior","Municipal","Urbana",284.966135,285.093044,"Feminino","Parda","Agosto","2002","Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1402",2017,"Sudeste","SP",3550308,"Capital","Estadual","Urbana",232.352304,208.658106,"Feminino","Parda","Fevereiro","2002","Não tem","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Não sei","Mais de 2 horas, até 3 horas","Entre 1 e 2 horas","Não","Somente trabalhar"
"934",2017,"Norte","PA",1508035,"Interior","Municipal","Urbana",163.689942,206.443708,"Feminino","Preta","Setembro","2001","Não tem","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Menos de 1 hora","Menos de 1 hora","Não","Somente continuar estudando"
"471",2017,"Nordeste","CE",2304202,"Interior","Municipal","Rural",230.171654,238.804528,"Masculino","Preta","Junho","2003","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Menos de 1 hora","Não faço trabalhos domésticos","Não","Ainda não sei"
"1127",2017,"Norte","AM",1302603,"Capital","Municipal","Rural",165.972791,251.235987,"Masculino","Parda","Fevereiro","2003","Não tem","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Entre 1 e 2 horas","Não faço trabalhos domésticos","Sim","Continuar estudando e trabalhar"
"583",2017,"Norte","RR",1400100,"Capital","Estadual","Urbana",329.787285,361.333645,"Masculino","Parda","Novembro","2003","Sim, um","Não sei","Não sei","Mais de 2 horas, até 3 horas","Não faço trabalhos domésticos","Não","Somente continuar estudando"
"907",2017,"Centro-Oeste","GO",5205513,"Interior","Municipal","Urbana",320.461356,265.928515,"Masculino","Não quero declarar","Agosto","2002","Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"512",2017,"Sudeste","RJ",3304151,"Interior","Municipal","Urbana",306.821507,304.995296,"Feminino","Preta","Abril","2002","Sim, um","Não sei","Não sei","Entre 1 e 2 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1330",2017,"Sudeste","SP",3529401,"Interior","Estadual","Urbana",246.27919,307.445895,"Masculino","Branca","Junho","2001","Sim, três","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Entre 1 e 2 horas","Mais de 3 horas","Não","Continuar estudando e trabalhar"
"538",2017,"Sudeste","SP",3543303,"Interior","Estadual","Urbana",286.043541,290.688314,"Feminino","Parda","Maio","2003","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1653",2017,"Sudeste","MG",3157658,"Interior","Estadual","Urbana",255.413064,264.001404,"Feminino","Parda","Maio","2001","Sim, um","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Não sei","Entre 1 e 2 horas","Mais de 3 horas","Não","Somente continuar estudando"
"1267",2017,"Sul","PR",4106902,"Capital","Estadual","Urbana",262.488374,321.728565,"Masculino","Não quero declarar","Agosto","2003","Sim, um","Não sei","Não sei","Mais de 3 horas","Menos de 1 hora","Sim","Continuar estudando e trabalhar"
"121",2017,"Nordeste","PB",2513158,"Interior","Municipal","Urbana",171.264177,286.343356,"Masculino","Branca","Julho","2003","Sim, um","Não sei","Não sei","Mais de 3 horas","Menos de 1 hora","Não","Somente continuar estudando"
"426",2017,"Sudeste","MG",3127701,"Interior","Estadual","Urbana",258.930775,210.792299,"Masculino","Branca","Julho","2002","Não tem","Não sei","Não sei","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"40",2017,"Sul","RS",4315909,"Interior","Estadual","Urbana",367.682318,272.891693,"Masculino","Branca","Julho","2002","Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Não sei","Entre 1 e 2 horas","Menos de 1 hora","Não","Ainda não sei"
"1809",2017,"Nordeste","CE",2312908,"Interior","Municipal","Urbana",316.986673,400.670945,"Masculino","Parda","Junho","2003","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 3 horas","Não faço trabalhos domésticos","Não","Continuar estudando e trabalhar"
"1681",2017,"Nordeste","CE",2309508,"Interior","Municipal","Urbana",272.134946,237.135191,"Masculino","Preta","Abril","2002","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Nunca estudou","Não vejo TV, não navego na internet e não jogo jogos eletrônicos","Menos de 1 hora","Sim","Continuar estudando e trabalhar"
"1279",2017,"Sudeste","SP",3518800,"Interior","Estadual","Urbana",304.801288,285.491948,"Masculino","Parda","Março","2003","Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Entre 1 e 2 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"952",2017,"Centro-Oeste","GO",5217302,"Interior","Estadual","Rural",309.542348,332.040364,"Feminino","Branca","Setembro","2003","Não tem","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 2 horas, até 3 horas","Mais de 3 horas","Sim","Continuar estudando e trabalhar"
"587",2017,"Centro-Oeste","GO",5208707,"Capital","Municipal","Urbana",323.175476,295.46666,"Feminino","Parda","Janeiro","2003","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Não sei","Mais de 3 horas","Mais de 2 horas, até 3 horas","Não","Continuar estudando e trabalhar"
"1310",2017,"Nordeste","MA",2100055,"Interior","Municipal","Urbana",243.726604,214.132704,"Masculino","Parda","Julho","2002","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Não sei","Mais de 3 horas","Mais de 3 horas","Não","Continuar estudando e trabalhar"
"536",2017,"Sudeste","SP",3548708,"Interior","Estadual","Urbana",281.269315,337.146072,"Masculino","Parda","Agosto","2001","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Mais de 2 horas, até 3 horas","Sim","Continuar estudando e trabalhar"
"804",2017,"Sul","RS",4300638,"Interior","Municipal","Urbana",284.39377,267.279657,"Feminino","Branca","Julho","2003","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Mais de 3 horas","Não","Somente continuar estudando"
"506",2017,"Sudeste","MG",3125101,"Interior","Municipal","Rural",242.768421,310.328263,"Masculino","Parda","Maio","2002","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Entre 1 e 2 horas","Menos de 1 hora","Sim","Somente continuar estudando"
"1023",2017,"Nordeste","RN",2402204,"Interior","Municipal","Urbana",195.675991,210.281555,"Feminino","Parda","Abril","2003","Não tem","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Mais de 3 horas","Entre 1 e 2 horas","Não","Somente continuar estudando"
"330",2017,"Sudeste","MG",3151800,"Interior","Municipal","Urbana",289.588578,253.000676,"Masculino","Branca","Dezembro","2002","Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade","Entre 1 e 2 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"546",2017,"Sudeste","SP",3543907,"Interior","Estadual","Urbana",305.379548,360.1589,"Masculino","Branca","Fevereiro","2002","Não tem","Não sei","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"523",2017,"Sudeste","SP",3552809,"Interior","Estadual","Urbana",321.883757,307.106908,"Masculino","Parda","Abril","2002","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Mais de 3 horas","Não","Continuar estudando e trabalhar"
"1238",2017,"Nordeste","MA",2100055,"Interior","Municipal","Urbana",256.318468,320.250213,"Masculino","Parda","Junho","2003","Sim, dois","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Não sei","Mais de 2 horas, até 3 horas","Entre 1 e 2 horas","Não","Ainda não sei"
"1319",2017,"Nordeste","PI",2202703,"Interior","Municipal","Rural",250.075013,211.418349,"Feminino","Branca","Janeiro","2001","Não tem","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Mais de 2 horas, até 3 horas","Entre 1 e 2 horas","Não","Somente continuar estudando"
"343",2017,"Nordeste","PI",2202307,"Interior","Estadual","Urbana",253.326127,277.943689,"Feminino","Parda","Dezembro","2003","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Entre 1 e 2 horas","Entre 1 e 2 horas","Não","Somente continuar estudando"
"1878",2017,"Sudeste","SP",3556206,"Interior","Estadual","Urbana",190.024239,258.551846,"Feminino","Parda","Outubro","2001","Sim, dois","Não sei","Não sei",NA,"Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1358",2017,"Sudeste","MG",3127701,"Interior","Municipal","Urbana",185.757148,222.591337,"Feminino","Não quero declarar","Fevereiro","2002","Não tem","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Mais de 3 horas","Não faço trabalhos domésticos","Não","Ainda não sei"
"408",2017,"Sudeste","SP",3530706,"Interior","Municipal","Urbana",315.89048,371.346979,"Feminino","Amarela","Outubro","2002","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Menos de 1 hora","Não","Somente continuar estudando"
"118",2017,"Sudeste","RJ",3305109,"Interior","Estadual","Urbana",211.269727,247.336547,"Masculino","Parda","Março",NA,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Menos de 1 hora","Sim","Continuar estudando e trabalhar"
"278",2017,"Nordeste","AL",2703205,"Interior","Municipal","Urbana",233.281509,245.394624,"Masculino","Parda","Janeiro","2003","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",NA,NA,NA,NA,NA
"1179",2017,"Sudeste","SP",3513504,"Interior","Estadual","Urbana",251.587491,238.409648,"Feminino","Parda","Março","2003","Sim, três","Completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Menos de 1 hora","Não","Somente continuar estudando"
"1634",2017,"Nordeste","PE",2602308,"Interior","Municipal","Rural",273.492226,270.325174,"Masculino","Branca","Março","2002","Não tem","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Não completou a 4.ª série/5.º ano do Ensino Fundametal",NA,NA,NA,"Somente continuar estudando"
"961",2017,"Nordeste","PE",2608008,"Interior","Municipal","Rural",221.474726,218.215918,"Feminino","Parda","Novembro","2002","Não tem","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Completou a Faculdade","Mais de 3 horas","Não faço trabalhos domésticos","Não","Ainda não sei"
"1318",2017,"Nordeste","MA",2107902,"Interior","Municipal","Urbana",271.389808,265.850434,"Feminino","Branca","Outubro","2002","Sim, dois","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Menos de 1 hora","Não","Somente continuar estudando"
"933",2017,"Sudeste","SP",3509502,"Interior","Estadual","Urbana",232.965053,180.770406,"Feminino","Preta","Junho","2003","Não tem","Não sei","Não sei","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"959",2017,"Centro-Oeste","GO",5220454,"Interior","Municipal","Urbana",226.184933,210.205262,"Masculino","Parda","Agosto","2002","Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Mais de 3 horas","Entre 1 e 2 horas","Não","Ainda não sei"
"1652",2017,"Nordeste","PE",2610905,"Interior","Estadual","Urbana",251.125312,277.93782,"Masculino","Amarela","Agosto","2002","Não tem","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Não sei","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"234",2017,"Nordeste","RN",2405108,"Interior","Municipal","Urbana",248.698615,214.011026,"Masculino","Preta","Fevereiro","2002","Não tem","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Não sei","Entre 1 e 2 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"205",2017,"Sudeste","SP",3550308,"Capital","Estadual","Urbana",317.991025,328.506292,"Masculino","Branca","Junho","2002","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Completou a Faculdade","Entre 1 e 2 horas","Menos de 1 hora","Não","Ainda não sei"
"107",2017,"Sul","RS",4303103,"Interior","Estadual","Urbana",315.614628,287.330135,"Feminino","Branca","Março","2004","Sim, dois","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Mais de 3 horas","Entre 1 e 2 horas","Não","Somente continuar estudando"
"163",2017,"Nordeste","CE",2309607,"Interior","Municipal","Urbana",262.237368,239.169001,"Feminino","Parda","Maio","2002","Não tem","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Não sei","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"906",2017,"Norte","PA",1506187,"Interior","Municipal","Urbana",229.438526,242.086078,"Feminino","Branca","Dezembro","2000","Não tem","Não completou a 4.ª série/5.º ano do Ensino Fundamental",NA,NA,NA,NA,NA
"1956",2017,"Sudeste","SP",3518602,"Interior","Municipal","Urbana",214.786391,214.123929,"Masculino","Parda","Junho","2003","Não tem","Não sei","Não sei","Mais de 2 horas, até 3 horas","Menos de 1 hora","Não","Somente trabalhar"
"899",2017,"Nordeste","PE",2611101,"Interior","Estadual","Rural",239.863237,224.225461,"Feminino","Parda","Março","2002","Não tem","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Não sei","Menos de 1 hora","Entre 1 e 2 horas","Não","Ainda não sei"
"1505",2017,"Sudeste","SP",3524105,"Interior","Municipal","Urbana",224.595765,211.178291,"Masculino",NA,"Junho","2002","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",NA,"Menos de 1 hora","Menos de 1 hora",NA,"Continuar estudando e trabalhar"
"1333",2017,"Nordeste","AL",2707701,"Interior","Estadual","Rural",313.722887,244.651703,"Feminino","Parda","Janeiro","2003","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Não sei","Entre 1 e 2 horas","Entre 1 e 2 horas","Sim","Continuar estudando e trabalhar"
"874",2017,"Nordeste","BA",2932606,"Interior","Municipal","Urbana",300.361369,265.041672,"Feminino","Branca","Abril","2003","Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Não sei","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1365",2017,"Sudeste","SP",3556206,"Interior","Municipal","Urbana",303.727849,355.456511,"Feminino","Branca","Junho","2003","Sim, três","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Menos de 1 hora","Não","Somente continuar estudando"
"535",2017,"Norte","PA",1503606,"Interior","Municipal","Urbana",270.108943,248.113842,"Feminino","Parda","Novembro","2002","Não tem","Não sei","Não sei","Mais de 3 horas","Entre 1 e 2 horas","Não","Somente continuar estudando"
"178",2017,"Sudeste","SP",3502804,"Interior","Estadual","Urbana",233.389051,260.506065,NA,NA,NA,NA,NA,NA,"Não sei","Mais de 3 horas","Entre 1 e 2 horas","Não","Somente continuar estudando"
"1303",2017,"Sudeste","ES",3202405,"Interior","Municipal","Urbana",333.317172,317.415801,"Feminino","Parda","Março","2002","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a Faculdade","Mais de 3 horas","Entre 1 e 2 horas","Sim","Continuar estudando e trabalhar"
"1022",2017,"Nordeste","BA",2908903,"Interior","Estadual","Urbana",291.852971,274.104222,"Masculino",NA,"Março","2001","Sim, um","Completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas","Não faço trabalhos domésticos","Sim","Continuar estudando e trabalhar"
"1612",2017,"Centro-Oeste","DF",5300108,"Capital","Estadual","Urbana",368.254187,305.42114,"Feminino","Parda","Setembro","2002","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Completou a Faculdade","Mais de 3 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"1777",2017,"Sul","PR",4105102,"Interior","Estadual","Urbana",252.775414,255.632925,"Feminino","Parda","Janeiro","2002","Sim, um","Não sei","Não sei","Mais de 3 horas","Entre 1 e 2 horas","Não","Somente continuar estudando"
"1806",2017,"Sudeste","RJ",3302254,"Interior","Municipal","Urbana",279.0447,272.851619,"Masculino","Parda","Novembro","2000","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Mais de 2 horas, até 3 horas","Menos de 1 hora","Sim","Somente continuar estudando"
"496",2017,"Sudeste","MG",3106200,"Capital","Estadual","Urbana",257.846758,255.400022,"Feminino","Parda","Setembro","2002","Sim, dois","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a Faculdade","Entre 1 e 2 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1699",2017,"Nordeste","CE",2311603,"Interior","Municipal","Rural",218.060921,199.22186,"Masculino","Parda","Janeiro","2002","Não tem","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Não sei","Não vejo TV, não navego na internet e não jogo jogos eletrônicos","Não faço trabalhos domésticos","Não","Continuar estudando e trabalhar"
"1350",2017,"Sul","PR",4125506,"Interior","Estadual","Urbana",304.759968,285.671809,NA,NA,NA,NA,NA,NA,"Completou o Ensino Médio, mas não completou a Faculdade","Mais de 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1689",2017,"Sudeste","SP",3548203,"Interior","Municipal","Urbana",148.126287,153.95064,"Masculino","Branca","Fevereiro","2001","Não tem","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Entre 1 e 2 horas","Não faço trabalhos domésticos","Sim","Ainda não sei"
"1644",2017,"Sudeste","MG",3143302,"Interior","Municipal","Urbana",272.411074,319.211454,"Feminino","Branca","Fevereiro","2003","Sim, dois","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Mais de 3 horas","Entre 1 e 2 horas","Não","Ainda não sei"
"1741",2017,"Sudeste","SP",3509502,"Interior","Estadual","Urbana",315.300706,295.776472,"Feminino","Branca","Dezembro","2002","Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Não sei","Mais de 3 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"604",2017,"Nordeste","PB",2500304,"Interior","Municipal","Rural",182.388905,207.515164,"Masculino","Parda","Março","2000","Não tem","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Menos de 1 hora","Não faço trabalhos domésticos","Não","Somente continuar estudando"
"631",2017,"Norte","RO",1100205,"Capital","Estadual","Urbana",265.892978,215.811542,"Feminino","Parda","Outubro","2001","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Não sei","Entre 1 e 2 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"286",2017,"Sul","PR",4113452,"Interior","Estadual","Urbana",250.093304,257.360445,"Feminino","Branca","Outubro","2003","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Entre 1 e 2 horas","Menos de 1 hora","Não","Somente continuar estudando"
"421",2017,"Sudeste","RJ",3305802,"Interior","Municipal","Rural",293.942056,284.019688,"Masculino","Branca","Abril","2003","Sim, dois","Não sei","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 2 horas, até 3 horas","Entre 1 e 2 horas","Não","Somente continuar estudando"
"1378",2017,"Centro-Oeste","MS",5005707,"Interior","Estadual","Urbana",250.074241,253.377278,"Feminino","Parda","Outubro","2001","Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 2 horas, até 3 horas",NA,"Não","Continuar estudando e trabalhar"
"686",2017,"Nordeste","CE",2311264,"Interior","Municipal","Urbana",233.434889,244.668471,"Feminino","Amarela","Abril","2004","Sim, um","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Completou a Faculdade","Mais de 3 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"866",2017,"Sul","PR",4118204,"Interior","Estadual","Urbana",294.090808,247.070164,"Feminino","Parda","Outubro","2002","Sim, um","Não sei","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Mais de 2 horas, até 3 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"27",2017,"Nordeste","BA",2905107,"Interior","Municipal","Urbana",205.133814,269.955166,"Feminino","Branca","Março","2003","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Não completou a 4.ª série/5.º ano do Ensino Fundametal",NA,"Mais de 2 horas, até 3 horas","Não","Continuar estudando e trabalhar"
"1288",2017,"Nordeste","PI",2202208,"Interior","Estadual","Urbana",241.594987,223.565932,"Feminino","Parda","Setembro","2002","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 3 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"1523",2017,"Norte","PA",1502939,"Interior","Municipal","Urbana",193.214916,196.5122,"Masculino","Preta","Abril","2002","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Mais de 3 horas","Entre 1 e 2 horas","Sim","Continuar estudando e trabalhar"
"1867",2017,"Sudeste","MG",3138807,"Interior","Estadual","Urbana",304.535242,265.211361,"Masculino","Parda","Julho","2003","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Entre 1 e 2 horas","Não faço trabalhos domésticos","Não","Somente continuar estudando"
"1349",2017,"Nordeste","SE",2806602,"Interior","Estadual","Urbana",206.319974,229.52478,"Masculino","Parda","Fevereiro","2002","Sim, dois","Não sei","Não sei","Entre 1 e 2 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"1751",2017,"Nordeste","PE",2600708,"Interior","Municipal","Urbana",133.677171,178.079861,"Feminino","Parda","Outubro","2002","Não tem","Não sei","Não sei","Mais de 2 horas, até 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1608",2017,"Sudeste","MG",3106705,"Interior","Municipal","Urbana",315.338224,251.835488,"Feminino","Parda","Fevereiro","2003","Não tem","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Não sei","Entre 1 e 2 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"759",2017,"Sul","RS",4322202,"Interior","Municipal","Urbana",318.089532,276.399775,"Feminino","Branca","Abril","2003","Sim, um","Completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas","Entre 1 e 2 horas","Não","Somente continuar estudando"
"1973",2017,"Sudeste","SP",3525904,"Interior","Estadual","Urbana",325.018183,356.464585,"Masculino","Parda","Março","2003","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"97",2017,"Sul","PR",4122206,"Interior","Estadual","Rural",230.972877,244.187238,"Feminino","Branca","Junho","2002","Não tem","Completou o Ensino Médio, mas não completou a Faculdade","Não sei","Menos de 1 hora","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"1512",2017,"Sul","RS",4305108,"Interior","Estadual","Urbana",333.33965,350.45057,"Masculino","Parda","Setembro","2003","Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental","Mais de 3 horas","Menos de 1 hora","Não","Continuar estudando e trabalhar"
"1024",2017,"Norte","PA",1505304,"Interior","Municipal","Urbana",307.961995,241.877544,"Feminino","Amarela","Julho","2002","Não tem","Não sei","Completou o Ensino Médio, mas não completou a Faculdade","Mais de 2 horas, até 3 horas","Entre 1 e 2 horas","Não","Continuar estudando e trabalhar"
"532",2017,"Sudeste","MG",3140902,"Interior","Estadual","Urbana",232.667548,216.086644,"Feminino","Parda","Fevereiro","2003","Sim, um","Não completou a 4.ª série/5.º ano do Ensino Fundamental","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Menos de 1 hora","Mais de 2 horas, até 3 horas","Sim","Continuar estudando e trabalhar"
"1029",2017,"Sudeste","SP",3518800,"Interior","Estadual","Urbana",215.615547,178.268218,NA,"Parda","Junho","2002","Sim, um","Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Não completou a 4.ª série/5.º ano do Ensino Fundametal","Menos de 1 hora","Mais de 3 horas","Não","Continuar estudando e trabalhar"
"1920",2017,"Centro-Oeste","GO",5200258,"Interior","Estadual","Urbana",183.278001,200.61615,"Masculino","Parda","Outubro","2001","Sim, um","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade","Entre 1 e 2 horas","Mais de 3 horas","Não","Somente continuar estudando"
